status,hmm_id,architecture,dimension,seed,n_train,best_epoch,best_val_ce,final_batch_size,epochs_completed,parameter_count,device,test_ce_h1,test_ce_h2,test_ce_h3,test_ce_h4,result_file
done,bank_K3_i000588,GRU,128,2,1024,17,1.5930239297449589,16,25,101256,cpu,1.6668601334095,1.574490137398243,1.590630203485489,1.6146858111023903,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n1024/seed2/DONE.json
done,bank_K3_i000588,GRU,128,3,1024,25,1.5709054917097092,16,33,101256,cpu,1.5678173303604126,1.6385346949100494,1.5723982378840446,1.6456030756235125,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n1024/seed3/DONE.json
done,bank_K3_i000588,GRU,128,4,1024,33,1.5161263532936573,16,41,101256,cpu,1.543484948575497,1.6522616669535637,1.5607114881277084,1.618722803890705,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n1024/seed4/DONE.json
done,bank_K3_i000588,GRU,128,5,1024,17,1.5709496140480042,16,25,101256,cpu,1.6194801330566406,1.5700358226895332,1.6072278693318367,1.5853107199072838,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/gru/d128/n1024/seed5/DONE.json
done,bank_K3_i000588,Transformer,128,1,64,35,1.563674844801426,16,43,201224,cpu,1.6537625789642334,1.6185994371771812,1.5435664355754852,1.5970410108566284,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n64/seed1/DONE.json
done,bank_K3_i000588,Transformer,128,2,64,12,1.601026277989149,16,20,201224,cpu,1.6855699121952057,1.6619453355669975,1.583938106894493,1.5983331575989723,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n64/seed2/DONE.json
done,bank_K3_i000588,Transformer,128,3,64,23,1.6709297113120556,16,31,201224,cpu,1.6325660943984983,1.650797702372074,1.6341519951820374,1.688121311366558,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n64/seed3/DONE.json
done,bank_K3_i000588,Transformer,128,4,64,28,1.5678878799080849,16,36,201224,cpu,1.5809908360242844,1.6540886238217354,1.685856655240059,1.7024457454681396,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n64/seed4/DONE.json
done,bank_K3_i000588,Transformer,128,5,64,17,1.56478163972497,16,25,201224,cpu,1.5295412093400955,1.6124290376901629,1.6789508908987043,1.6774711534380913,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n64/seed5/DONE.json
done,bank_K3_i000588,Transformer,128,1,128,8,1.5728362239897251,16,16,201224,cpu,1.6662238761782646,1.6833796426653862,1.641095906496048,1.6294787675142288,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n128/seed1/DONE.json
done,bank_K3_i000588,Transformer,128,2,128,12,1.6138056628406048,16,20,201224,cpu,1.6526387259364128,1.6442601382732391,1.6661599054932594,1.6077736914157867,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n128/seed2/DONE.json
done,bank_K3_i000588,Transformer,128,3,128,17,1.5942659191787245,16,25,201224,cpu,1.5884305611252785,1.6175127625465393,1.657106801867485,1.6204970255494118,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n128/seed3/DONE.json
done,bank_K3_i000588,Transformer,128,4,128,30,1.5743090957403183,16,38,201224,cpu,1.584621250629425,1.550062969326973,1.6511178687214851,1.634075090289116,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n128/seed4/DONE.json
done,bank_K3_i000588,Transformer,128,5,128,26,1.5769169181585312,16,34,201224,cpu,1.620329700410366,1.614412397146225,1.6139600798487663,1.605911947786808,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n128/seed5/DONE.json
done,bank_K3_i000588,Transformer,128,1,256,13,1.5788620822131634,16,21,201224,cpu,1.6450448334217072,1.571056291460991,1.5852892398834229,1.610202893614769,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n256/seed1/DONE.json
done,bank_K3_i000588,Transformer,128,2,256,8,1.582968894392252,16,16,201224,cpu,1.654704712331295,1.6669032499194143,1.6227822452783585,1.5439354479312897,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n256/seed2/DONE.json
done,bank_K3_i000588,Transformer,128,3,256,19,1.6193774789571762,16,27,201224,cpu,1.618709817528725,1.617240883409977,1.66025011241436,1.642092615365982,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n256/seed3/DONE.json
done,bank_K3_i000588,Transformer,128,4,256,16,1.5742905251681805,16,24,201224,cpu,1.5733091160655022,1.5837080106139183,1.595538191497326,1.6007901206612587,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n256/seed4/DONE.json
done,bank_K3_i000588,Transformer,128,5,256,13,1.5939504988491535,16,21,201224,cpu,1.6287040412425997,1.6278556510806084,1.6310071274638176,1.652502492070198,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n256/seed5/DONE.json
done,bank_K3_i000588,Transformer,128,1,512,9,1.5826666541397572,16,17,201224,cpu,1.6172963827848434,1.622948244214058,1.6085708290338516,1.6178208738565445,project://predictive_profile_experiment_v2/sample_size_runs/bank_K3_i000588/transformer/d128/n512/seed1/DONE.json
