file,column,dtype,description
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,tau_hidden,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,tau_observed_proxy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m1_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m2_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_entropy,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_entropy_normalized,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,max_symbol_prob,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,min_symbol_prob_recomputed,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,marginal_l2_from_uniform,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_0,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_6,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,symbol_prob_7,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_entropy_h1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_effective_count_h1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_support_h1,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_max_prob_h1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_entropy_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_effective_count_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_support_h2,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_max_prob_h2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_entropy_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_effective_count_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_support_h3,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_max_prob_h3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_entropy_h4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_effective_count_h4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_support_h4,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,context_max_prob_h4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sv1,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sv2,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_signal,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_effective_rank,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_numerical_rank,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_r90,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sigma90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_kappa90,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_r95,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sigma95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_kappa95,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_r99,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sigma99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_kappa99,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,hmm_file,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sv3,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sv4,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pred_h4_m3_sv5,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pair_id,object,Matched-pair identifier.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,contrast,object,Matched contrast type.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,pair_role,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmm_metrics_full.csv,selection_order,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmms.csv,hmm_id,object,Stable HMM identifier.
data/hmms/predictor_specific/difficulty_selected_hmms.csv,source,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmms.csv,cohort,object,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmms.csv,K,int64,Number of hidden states.
data/hmms/predictor_specific/difficulty_selected_hmms.csv,bank_index,int64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmms.csv,alpha_t,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
data/hmms/predictor_specific/difficulty_selected_hmms.csv,self_bias,float64,See the corresponding protocol/notebook; detailed definition to be finalized.
