contrast,source,n_train,method,alpha,beta,outcome,n_pairs,mean_effect_high_minus_low,median_effect_high_minus_low,bootstrap_ci_low,bootstrap_ci_high,sign_flip_p_two_sided,fraction_positive
gain_contrast,count_predictor,2048,interpolated_backoff,0.1,1.0,shape_rmse,12,0.0004828746038956,0.0016961812313123,-0.0008728266540598,0.0017321752057728,0.4960503949605039,0.6666666666666666
gain_contrast,count_predictor,2048,interpolated_backoff,0.1,5.0,excess_ce_H,12,0.000533588291991,0.0015091553077644,-0.0029253705825795,0.0038918924322855,0.7682231776822318,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.1,5.0,shape_rmse,12,0.0004375941307979,0.0015775290517991,-0.0007012447235527,0.0014828356317887,0.4640535946405359,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.1,20.0,excess_ce_H,12,0.0004229290063316,0.0017024268172899,-0.0029301538350116,0.003636717964916,0.8142185781421858,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.1,20.0,shape_rmse,12,0.0003433615199121,0.0012162447026348,-0.0004859285311373,0.0011280947764426,0.4426557344265573,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.5,1.0,excess_ce_H,12,0.0002999726038757,0.0018327775138447,-0.00308799546801,0.003525534212065,0.8676132386761324,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.5,1.0,shape_rmse,12,0.0002292554771842,0.0010657938318489,-0.0006817756725811,0.0010619415237313,0.6188381161883811,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.5,5.0,excess_ce_H,12,0.0003196251676632,0.001751763541029,-0.0030753809849011,0.0034808240398493,0.8586141385861414,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.5,5.0,shape_rmse,12,0.0002442990805795,0.0009489490817996,-0.0006310594623176,0.0010239818183082,0.5917408259174083,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.5,20.0,excess_ce_H,12,0.0003195000341973,0.0016025300047083,-0.0029636770212018,0.0034594111784506,0.8523147685231477,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,0.5,20.0,shape_rmse,12,0.0002425509180281,0.0007346384253265,-0.0004532487179485,0.0008883928479035,0.5098490150984901,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,1.0,1.0,excess_ce_H,12,0.0002191760823856,0.0015486376581584,-0.0030141234134155,0.0033423319885406,0.9056094390560944,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,1.0,1.0,shape_rmse,12,0.0001581155957646,0.0007149428014262,-0.0005885761310983,0.0008435012605475,0.6788321167883211,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,1.0,5.0,excess_ce_H,12,0.0002346191984222,0.0014776258928706,-0.0030009586928813,0.0034277524448702,0.8906109389061094,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,1.0,5.0,shape_rmse,12,0.0001693072424599,0.0005911785308784,-0.0005607720844333,0.0008420650211089,0.6561343865613438,0.5833333333333334
gain_contrast,count_predictor,2048,interpolated_backoff,1.0,20.0,excess_ce_H,12,0.0002458511630834,0.0013453545833659,-0.0030135203414367,0.0033473551261059,0.8786121387861214,0.5833333333333334
